symbol,year,net_income,total_assets,ROA,employees,market_cap,sector_yf,founded,sector_gics,cik
BR,2024,698100000.0,8242400000.0,0.0846962049888382,15000.0,18898112512,Technology,1962,Industrials,0001383312
BR,2023,630600000.0,8233200000.0,0.07659233347908469,15000.0,18898112512,Technology,1962,Industrials,0001383312
BR,2022,539100000.0,8168800000.0,0.06599500538634806,15000.0,18898112512,Technology,1962,Industrials,0001383312
BRO,2025,1054000000.0,29991000000.0,0.03514387649628222,22888.0,23471960064,Financial Services,1939,Financials,0000079282
BRO,2024,993000000.0,17612000000.0,0.056382012264365206,22888.0,23471960064,Financial Services,1939,Financials,0000079282
BRO,2023,871000000.0,14883000000.0,0.05852314721494322,22888.0,23471960064,Financial Services,1939,Financials,0000079282
BRO,2022,672000000.0,13973500000.0,0.04809102944859914,22888.0,23471960064,Financial Services,1939,Financials,0000079282
BLDR,2025,435199000.0,11237530000.0,0.038727282596798404,28000.0,9927911424,Industrials,1998,Industrials,0001316835
BLDR,2024,1077898000.0,10583086000.0,0.10185101018738768,28000.0,9927911424,Industrials,1998,Industrials,0001316835
BLDR,2023,1540555000.0,10499452000.0,0.1467271815710001,28000.0,9927911424,Industrials,1998,Industrials,0001316835
BLDR,2022,2749369000.0,10595160000.0,0.2594929194084846,28000.0,9927911424,Industrials,1998,Industrials,0001316835
BG,2025,816000000.0,44528000000.0,0.018325547969816745,34000.0,24387164160,Consumer Defensive,1818,Consumer Staples,0001996862
BG,2024,1137000000.0,24899000000.0,0.0456644845174505,34000.0,24387164160,Consumer Defensive,1818,Consumer Staples,0001996862
BG,2023,2243000000.0,25372000000.0,0.08840454043827842,34000.0,24387164160,Consumer Defensive,1818,Consumer Staples,0001996862
BG,2022,1610000000.0,24580000000.0,0.06550040683482507,34000.0,24387164160,Consumer Defensive,1818,Consumer Staples,0001996862
BG,2021,,,,34000.0,24387164160,Consumer Defensive,1818,Consumer Staples,0001996862
BXP,2025,276800000.0,26166164000.0,0.010578547164957004,826.0,10357171200,Real Estate,1970,Real Estate,0001037540
BXP,2024,14272000.0,26084980000.0,0.0005471347879124308,826.0,10357171200,Real Estate,1970,Real Estate,0001037540
BXP,2023,190215000.0,26026149000.0,0.007308611043454796,826.0,10357171200,Real Estate,1970,Real Estate,0001037540
BXP,2022,848947000.0,24207669000.0,0.03506934104229532,826.0,10357171200,Real Estate,1970,Real Estate,0001037540
BXP,2021,,,,826.0,10357171200,Real Estate,1970,Real Estate,0001037540
CHRW,2025,587081000.0,5058381000.0,0.11606104799144232,11736.0,21783529472,Industrials,1905,Industrials,0001043277
CHRW,2024,465690000.0,5297926000.0,0.08790043500041336,11736.0,21783529472,Industrials,1905,Industrials,0001043277
CHRW,2023,325129000.0,5225280000.0,0.06222231153163084,11736.0,21783529472,Industrials,1905,Industrials,0001043277
CHRW,2022,940524000.0,5954564000.0,0.15795010348364716,11736.0,21783529472,Industrials,1905,Industrials,0001043277
CDNS,2025,1108888000.0,10153148000.0,0.10921617610616924,13800.0,89961840640,Technology,1988,Information Technology,0000813672
CDNS,2024,1055484000.0,8974482000.0,0.1176094620280034,13800.0,89961840640,Technology,1988,Information Technology,0000813672
CDNS,2023,1041144000.0,5669491000.0,0.18363976589785574,13800.0,89961840640,Technology,1988,Information Technology,0000813672
CDNS,2022,848952000.0,5137071000.0,0.16525993119425447,13800.0,89961840640,Technology,1988,Information Technology,0000813672
CPT,2025,384462000.0,9042989000.0,0.042514925098327556,1640.0,10732372992,Real Estate,1981,Real Estate,0000906345
CPT,2024,163293000.0,8852144000.0,0.018446717540970867,1640.0,10732372992,Real Estate,1981,Real Estate,0000906345
CPT,2023,403309000.0,9383737000.0,0.04297957199780855,1640.0,10732372992,Real Estate,1981,Real Estate,0000906345
CPT,2022,653613000.0,9327935000.0,0.07007049255810638,1640.0,10732372992,Real Estate,1981,Real Estate,0000906345
CPT,2021,,,,1640.0,10732372992,Real Estate,1981,Real Estate,0000906345
CPB,2025,602000000.0,14896000000.0,0.040413533834586464,13700.0,6234243072,Consumer Defensive,1869,Consumer Staples,0000016732
CPB,2024,567000000.0,15235000000.0,0.03721693468985888,13700.0,6234243072,Consumer Defensive,1869,Consumer Staples,0000016732
CPB,2023,858000000.0,12058000000.0,0.07115607895173329,13700.0,6234243072,Consumer Defensive,1869,Consumer Staples,0000016732
CPB,2022,757000000.0,11892000000.0,0.06365623948873192,13700.0,6234243072,Consumer Defensive,1869,Consumer Staples,0000016732
CPB,2021,,,,13700.0,6234243072,Consumer Defensive,1869,Consumer Staples,0000016732
COF,2025,2453000000.0,669009000000.0,0.0036666173399759945,76300.0,125941145600,Financial Services,1994,Financials,0000927628
COF,2024,4750000000.0,490144000000.0,0.009691029574982047,76300.0,125941145600,Financial Services,1994,Financials,0000927628
COF,2023,4887000000.0,478464000000.0,0.01021393459069021,76300.0,125941145600,Financial Services,1994,Financials,0000927628
COF,2022,7360000000.0,455249000000.0,0.016166976753381117,76300.0,125941145600,Financial Services,1994,Financials,0000927628
CAH,2025,1561000000.0,53122000000.0,0.02938518881066225,53084.0,48220958720,Healthcare,1971,Health Care,0000721371
CAH,2024,852000000.0,45121000000.0,0.018882560226945323,53084.0,48220958720,Healthcare,1971,Health Care,0000721371
CAH,2023,330000000.0,43349000000.0,0.007612632355994371,53084.0,48220958720,Healthcare,1971,Health Care,0000721371
CAH,2022,-938000000.0,43878000000.0,-0.021377455672546605,53084.0,48220958720,Healthcare,1971,Health Care,0000721371
CAH,2021,,,,53084.0,48220958720,Healthcare,1971,Health Care,0000721371
CCL,2025,2760000000.0,51687000000.0,0.053398340008125836,160000.0,37897420800,Consumer Cyclical,1972,Consumer Discretionary,0000815097
CCL,2024,1916000000.0,49057000000.0,0.03905660761970769,160000.0,37897420800,Consumer Cyclical,1972,Consumer Discretionary,0000815097
CCL,2023,-74000000.0,49120000000.0,-0.001506514657980456,160000.0,37897420800,Consumer Cyclical,1972,Consumer Discretionary,0000815097
CCL,2022,-6093000000.0,51703000000.0,-0.11784615979730383,160000.0,37897420800,Consumer Cyclical,1972,Consumer Discretionary,0000815097
CCL,2021,,,,160000.0,37897420800,Consumer Cyclical,1972,Consumer Discretionary,0000815097
CARR,2025,1484000000.0,37190000000.0,0.03990319978488841,47000.0,51579928576,Industrials,"2020 (1915, United Technologies spinoff)",Industrials,0001783180
CARR,2024,5604000000.0,37403000000.0,0.14982755393952357,47000.0,51579928576,Industrials,"2020 (1915, United Technologies spinoff)",Industrials,0001783180
CARR,2023,1349000000.0,32822000000.0,0.04110048138443727,47000.0,51579928576,Industrials,"2020 (1915, United Technologies spinoff)",Industrials,0001783180
CARR,2022,3534000000.0,26086000000.0,0.1354749674154719,47000.0,51579928576,Industrials,"2020 (1915, United Technologies spinoff)",Industrials,0001783180
CARR,2021,,,,47000.0,51579928576,Industrials,"2020 (1915, United Technologies spinoff)",Industrials,0001783180
CVNA,2025,1407000000.0,13201000000.0,0.10658283463373987,23100.0,88484339712,Consumer Cyclical,2012,Consumer Discretionary,0001690820
CVNA,2024,210000000.0,8484000000.0,0.024752475247524754,23100.0,88484339712,Consumer Cyclical,2012,Consumer Discretionary,0001690820
CVNA,2023,450000000.0,7071000000.0,0.06364022061943148,23100.0,88484339712,Consumer Cyclical,2012,Consumer Discretionary,0001690820
CVNA,2022,-1587000000.0,8698000000.0,-0.1824557369510232,23100.0,88484339712,Consumer Cyclical,2012,Consumer Discretionary,0001690820
CVNA,2021,,,,23100.0,88484339712,Consumer Cyclical,2012,Consumer Discretionary,0001690820
CASY,2025,546520000.0,8208118000.0,0.06658286345298642,23338.0,28979668992,Consumer Cyclical,1967,Consumer Staples,0000726958
CASY,2024,501972000.0,6347433000.0,0.07908267798966921,23338.0,28979668992,Consumer Cyclical,1967,Consumer Staples,0000726958
CASY,2023,446691000.0,5943270000.0,0.07515912957008515,23338.0,28979668992,Consumer Cyclical,1967,Consumer Staples,0000726958
CASY,2022,339790000.0,5505730000.0,0.06171570345803372,23338.0,28979668992,Consumer Cyclical,1967,Consumer Staples,0000726958
CAT,2025,8884000000.0,98585000000.0,0.0901151290764315,118000.0,374594273280,Industrials,1925,Industrials,0000018230
CAT,2024,10792000000.0,87764000000.0,0.12296613645686158,118000.0,374594273280,Industrials,1925,Industrials,0000018230
CAT,2023,10335000000.0,87476000000.0,0.11814669166399927,118000.0,374594273280,Industrials,1925,Industrials,0000018230
CAT,2022,6705000000.0,81943000000.0,0.08182517115555936,118000.0,374594273280,Industrials,1925,Industrials,0000018230
CAT,2021,,,,118000.0,374594273280,Industrials,1925,Industrials,0000018230
CBOE,2025,1100000000.0,9305300000.0,0.11821220164852289,1661.0,31344123904,Financial Services,1973,Financials,0001374310
CBOE,2024,764900000.0,7789100000.0,0.09820133263149786,1661.0,31344123904,Financial Services,1973,Financials,0001374310
CBOE,2023,761400000.0,7487500000.0,0.10168948247078465,1661.0,31344123904,Financial Services,1973,Financials,0001374310
CBOE,2022,235000000.0,6998900000.0,0.03357670491077169,1661.0,31344123904,Financial Services,1973,Financials,0001374310
CBOE,2021,,,,1661.0,31344123904,Financial Services,1973,Financials,0001374310
CBRE,2025,1157000000.0,30877000000.0,0.037471256922628496,155000.0,44229513216,Real Estate,1906,Real Estate,0001138118
CBRE,2024,968000000.0,24383000000.0,0.03969979083787885,155000.0,44229513216,Real Estate,1906,Real Estate,0001138118
CBRE,2023,986000000.0,22548000000.0,0.04372893383005145,155000.0,44229513216,Real Estate,1906,Real Estate,0001138118
CBRE,2022,1407000000.0,20513000000.0,0.06859064983181397,155000.0,44229513216,Real Estate,1906,Real Estate,0001138118
CBRE,2021,,,,155000.0,44229513216,Real Estate,1906,Real Estate,0001138118
CDW,2025,1066600000.0,16028200000.0,0.06654521406021886,14800.0,18240983040,Technology,1984,Information Technology,0001402057
CDW,2024,1077800000.0,14678400000.0,0.07342762153913233,14800.0,18240983040,Technology,1984,Information Technology,0001402057
CDW,2023,1104300000.0,13284600000.0,0.08312632672417687,14800.0,18240983040,Technology,1984,Information Technology,0001402057
CDW,2022,1114500000.0,13131500000.0,0.08487225374100446,14800.0,18240983040,Technology,1984,Information Technology,0001402057
CDW,2021,,,,14800.0,18240983040,Technology,1984,Information Technology,0001402057
COR,2025,1554169000.0,76590112000.0,0.020292031953158655,47000.0,60769443840,Healthcare,1985,Health Care,0001140859
COR,2024,1509120000.0,67101667000.0,0.022490052296316274,47000.0,60769443840,Healthcare,1985,Health Care,0001140859
COR,2023,1745293000.0,62558746000.0,0.02789846522818728,47000.0,60769443840,Healthcare,1985,Health Care,0001140859
COR,2022,1698820000.0,56560616000.0,0.03003538716763622,47000.0,60769443840,Healthcare,1985,Health Care,0001140859
COR,2021,,,,47000.0,60769443840,Healthcare,1985,Health Care,0001140859
CNC,2025,-6674000000.0,76747000000.0,-0.08696105385226784,61100.0,19247974400,Healthcare,1984,Health Care,0001071739
CNC,2024,3305000000.0,82445000000.0,0.04008733094790466,61100.0,19247974400,Healthcare,1984,Health Care,0001071739
CNC,2023,2702000000.0,84641000000.0,0.03192306329084014,61100.0,19247974400,Healthcare,1984,Health Care,0001071739
CNC,2022,1202000000.0,76870000000.0,0.015636789384675425,61100.0,19247974400,Healthcare,1984,Health Care,0001071739
CNC,2021,,,,61100.0,19247974400,Healthcare,1984,Health Care,0001071739
CNP,2025,1052000000.0,46534000000.0,0.02260712597240727,8794.0,27638396928,Utilities,1882,Utilities,0001130310
CNP,2024,1019000000.0,43768000000.0,0.02328184975324438,8794.0,27638396928,Utilities,1882,Utilities,0001130310
CNP,2023,917000000.0,39715000000.0,0.02308951277854715,8794.0,27638396928,Utilities,1882,Utilities,0001130310
CNP,2022,1057000000.0,38546000000.0,0.027421781767239143,8794.0,27638396928,Utilities,1882,Utilities,0001130310
CNP,2021,,,,8794.0,27638396928,Utilities,1882,Utilities,0001130310
CF,2025,1455000000.0,14088000000.0,0.1032793867120954,2900.0,18641563648,Basic Materials,1946,Materials,0001324404
CF,2024,1218000000.0,13466000000.0,0.09045002227833061,2900.0,18641563648,Basic Materials,1946,Materials,0001324404
CF,2023,1525000000.0,14376000000.0,0.10607957707289928,2900.0,18641563648,Basic Materials,1946,Materials,0001324404
CF,2022,3346000000.0,13313000000.0,0.25133328325696686,2900.0,18641563648,Basic Materials,1946,Materials,0001324404
CF,2021,,,,2900.0,18641563648,Basic Materials,1946,Materials,0001324404
CRL,2025,-144338000.0,7135422000.0,-0.020228376121272155,18300.0,9034513408,Healthcare,1947,Health Care,0001100682
CRL,2024,10297000.0,7528345000.0,0.001367764096889821,18300.0,9034513408,Healthcare,1947,Health Care,0001100682
CRL,2023,474624000.0,8195001000.0,0.057916283353717714,18300.0,9034513408,Healthcare,1947,Health Care,0001100682
CRL,2022,486226000.0,7602770000.0,0.06395379578758795,18300.0,9034513408,Healthcare,1947,Health Care,0001100682
SCHW,2025,8852000000.0,490995000000.0,0.01802869682990662,33500.0,161150795776,Financial Services,1971,Financials,0000316709
SCHW,2024,5942000000.0,479843000000.0,0.012383217010563871,33500.0,161150795776,Financial Services,1971,Financials,0000316709
SCHW,2023,5067000000.0,493178000000.0,0.010274180924534347,33500.0,161150795776,Financial Services,1971,Financials,0000316709
SCHW,2022,7183000000.0,551772000000.0,0.013018058183452585,33500.0,161150795776,Financial Services,1971,Financials,0000316709
SCHW,2021,,,,33500.0,161150795776,Financial Services,1971,Financials,0000316709
CHTR,2025,4987000000.0,154213000000.0,0.03233838911116443,91900.0,30638503936,Communication Services,1993,Communication Services,0001091667
CHTR,2024,5083000000.0,150020000000.0,0.033882149046793764,91900.0,30638503936,Communication Services,1993,Communication Services,0001091667
CHTR,2023,4557000000.0,147193000000.0,0.030959352686608738,91900.0,30638503936,Communication Services,1993,Communication Services,0001091667
CHTR,2022,5055000000.0,144523000000.0,0.03497713166762384,91900.0,30638503936,Communication Services,1993,Communication Services,0001091667
CHTR,2021,,,,91900.0,30638503936,Communication Services,1993,Communication Services,0001091667
CVX,2025,12299000000.0,324012000000.0,0.03795847067392566,43039.0,370453315584,Energy,1879,Energy,0000093410
CVX,2024,17661000000.0,256938000000.0,0.06873642668659365,43039.0,370453315584,Energy,1879,Energy,0000093410
CVX,2023,21369000000.0,261632000000.0,0.08167578889432485,43039.0,370453315584,Energy,1879,Energy,0000093410
CVX,2022,35465000000.0,257709000000.0,0.13761645887415652,43039.0,370453315584,Energy,1879,Energy,0000093410
CMG,2025,1535761000.0,8994531000.0,0.17074386646730108,130301.0,47668121600,Consumer Cyclical,1993,Consumer Discretionary,0001058090
CMG,2024,1534110000.0,9204374000.0,0.16667184536395413,130301.0,47668121600,Consumer Cyclical,1993,Consumer Discretionary,0001058090
CMG,2023,1228737000.0,8044362000.0,0.15274511515021327,130301.0,47668121600,Consumer Cyclical,1993,Consumer Discretionary,0001058090
CMG,2022,899101000.0,6927504000.0,0.12978714988832918,130301.0,47668121600,Consumer Cyclical,1993,Consumer Discretionary,0001058090
CMG,2021,,,,130301.0,47668121600,Consumer Cyclical,1993,Consumer Discretionary,0001058090
CB,2025,10310000000.0,272327000000.0,0.03785889757534141,45000.0,128785719296,Financial Services,1985,Financials,0000896159
CB,2024,9272000000.0,246548000000.0,0.03760728134075312,45000.0,128785719296,Financial Services,1985,Financials,0000896159
CB,2023,9028000000.0,230682000000.0,0.03913612678925967,45000.0,128785719296,Financial Services,1985,Financials,0000896159
CB,2022,5246000000.0,199017000000.0,0.026359557223754753,45000.0,128785719296,Financial Services,1985,Financials,0000896159
CB,2021,,,,45000.0,128785719296,Financial Services,1985,Financials,0000896159
CHD,2025,736800000.0,8912400000.0,0.08267133432072168,5550.0,22079127552,Consumer Defensive,1847,Consumer Staples,0000313927
CHD,2024,585300000.0,8883100000.0,0.06588916031565557,5550.0,22079127552,Consumer Defensive,1847,Consumer Staples,0000313927
CHD,2023,755600000.0,8569200000.0,0.08817625916071511,5550.0,22079127552,Consumer Defensive,1847,Consumer Staples,0000313927
CHD,2022,413900000.0,8345600000.0,0.049594996165644174,5550.0,22079127552,Consumer Defensive,1847,Consumer Staples,0000313927
CIEN,2025,123338000.0,5864667000.0,0.021030691086126457,8898.0,71570604032,Technology,1992,Information Technology,0000936395
CIEN,2024,83956000.0,5641337000.0,0.014882287656277226,8898.0,71570604032,Technology,1992,Information Technology,0000936395
CIEN,2023,254827000.0,5601495000.0,0.04549267650868206,8898.0,71570604032,Technology,1992,Information Technology,0000936395
CIEN,2022,152902000.0,5069632000.0,0.03016037455973136,8898.0,71570604032,Technology,1992,Information Technology,0000936395
CIEN,2021,,,,8898.0,71570604032,Technology,1992,Information Technology,0000936395
CI,2025,5957000000.0,157919000000.0,0.03772187007263217,65669.0,73911042048,Healthcare,1982,Health Care,0001739940
CI,2024,3434000000.0,155881000000.0,0.022029625162784432,65669.0,73911042048,Healthcare,1982,Health Care,0001739940
CI,2023,5164000000.0,152761000000.0,0.033804439614823156,65669.0,73911042048,Healthcare,1982,Health Care,0001739940
CI,2022,6704000000.0,143885000000.0,0.04659276505542621,65669.0,73911042048,Healthcare,1982,Health Care,0001739940
CINF,2025,2393000000.0,41002000000.0,0.058363006682600846,5705.0,25915527168,Financial Services,1950,Financials,0000020286
CINF,2024,2292000000.0,36501000000.0,0.06279280019725487,5705.0,25915527168,Financial Services,1950,Financials,0000020286
CINF,2023,1843000000.0,32769000000.0,0.0562421801092496,5705.0,25915527168,Financial Services,1950,Financials,0000020286
CINF,2022,-487000000.0,29732000000.0,-0.016379658280640388,5705.0,25915527168,Financial Services,1950,Financials,0000020286
CTAS,2025,1812281000.0,9825241000.0,0.18445155696435334,48300.0,70519349248,Industrials,1929,Industrials,0000723254
CTAS,2024,1571592000.0,9168817000.0,0.17140619122401504,48300.0,70519349248,Industrials,1929,Industrials,0000723254
CTAS,2023,1348010000.0,8546356000.0,0.15772921230990145,48300.0,70519349248,Industrials,1929,Industrials,0000723254
CTAS,2022,1235757000.0,8147256000.0,0.15167769369220754,48300.0,70519349248,Industrials,1929,Industrials,0000723254
CTAS,2021,,,,48300.0,70519349248,Industrials,1929,Industrials,0000723254
CSCO,2025,10180000000.0,122291000000.0,0.08324406538502424,86200.0,354413182976,Technology,1984,Information Technology,0000858877
CSCO,2024,10320000000.0,124413000000.0,0.08294953099756457,86200.0,354413182976,Technology,1984,Information Technology,0000858877
CSCO,2023,12613000000.0,101852000000.0,0.12383654714684052,86200.0,354413182976,Technology,1984,Information Technology,0000858877
CSCO,2022,11812000000.0,94002000000.0,0.12565690091700177,86200.0,354413182976,Technology,1984,Information Technology,0000858877
C,2025,14306000000.0,2657202000000.0,0.0053838586603502485,224000.0,230350323712,Financial Services,1998,Financials,0000831001
C,2024,12682000000.0,2352945000000.0,0.005389841241507982,224000.0,230350323712,Financial Services,1998,Financials,0000831001
C,2023,9228000000.0,2411834000000.0,0.0038261339710776113,224000.0,230350323712,Financial Services,1998,Financials,0000831001
C,2022,14845000000.0,2416676000000.0,0.006142734897023846,224000.0,230350323712,Financial Services,1998,Financials,0000831001
CFG,2025,1831000000.0,226351000000.0,0.008089206586231119,17380.0,27819341824,Financial Services,1828,Financials,0000759944
CFG,2024,1509000000.0,217521000000.0,0.006937261229950212,17380.0,27819341824,Financial Services,1828,Financials,0000759944
CFG,2023,1608000000.0,221964000000.0,0.007244418013731956,17380.0,27819341824,Financial Services,1828,Financials,0000759944
CFG,2022,2073000000.0,226733000000.0,0.00914291258881592,17380.0,27819341824,Financial Services,1828,Financials,0000759944
CFG,2021,,,,17380.0,27819341824,Financial Services,1828,Financials,0000759944
CLX,2025,810000000.0,5561000000.0,0.14565725588922857,7600.0,12150465536,Consumer Defensive,1913,Consumer Staples,0000021076
CLX,2024,280000000.0,5751000000.0,0.04868718483741958,7600.0,12150465536,Consumer Defensive,1913,Consumer Staples,0000021076
CLX,2023,149000000.0,5945000000.0,0.025063078216989068,7600.0,12150465536,Consumer Defensive,1913,Consumer Staples,0000021076
